AcedamicpercentageinOperating Systems,percentageinAlgorithms,PercentageinProgrammingConcepts,PercentageinSoftwareEngineering,PercentageinComputerNetworks,hackathons,codingskillsrating,certifications,talentteststaken,olympiads,memorycapabilityscore,Interestedsubjects,Typeofcompanywanttosettlein,ManagementorTechnical,workedinteamsever,SuggestedJobRole
88,94,76,75,78,5,7,distro making,yes,yes,excellent,Computer Architecture,Sales and Marketing,Technical,yes,Applications Developer
84,71,71,76,60,4,9,information security,yes,yes,poor,Software Engineering,Testing and Maintainance Services,Management,yes,Quality Assurance Associate
87,94,73,89,65,1,3,machine learning,no,yes,medium,Software Engineering,BPA,Technical,no,Technical Engineer
76,81,76,62,80,6,1,distro making,no,no,medium,programming,BPA,Management,yes,Business Systems Analyst
77,73,69,67,68,3,5,distro making,yes,no,poor,cloud computing,BPA,Technical,yes,Database Administrator
93,72,64,73,65,5,5,app development,yes,yes,medium,IOT,product development,Technical,no,Portal Administrator
76,62,77,89,88,5,1,distro making,no,no,poor,programming,Product based,Technical,yes,Data Architect
79,90,80,81,74,2,1,machine learning,yes,yes,poor,Computer Architecture,Web Services,Management,yes,Business Intelligence Analyst
91,62,67,75,93,2,9,machine learning,no,yes,excellent,programming,Finance,Management,yes,Project Manager
73,63,91,91,77,4,6,hadoop,yes,yes,poor,cloud computing,product development,Technical,no,Database Developer
78,91,61,89,81,2,7,machine learning,no,no,excellent,Computer Architecture,product development,Technical,no,Software Systems Engineer
61,92,72,88,74,0,9,hadoop,no,no,excellent,networks,Sales and Marketing,Management,yes,Database Manager
93,63,93,65,92,0,9,full stack,yes,no,excellent,parallel computing,Finance,Management,yes,Mobile Applications Developer
80,94,79,85,73,6,6,information security,no,no,poor,Software Engineering,Sales and Marketing,Management,yes,Technical Engineer
68,86,94,77,91,4,8,machine learning,no,no,poor,hacking,Service Based,Management,yes,Database Developer
71,90,93,86,69,3,1,information security,no,no,excellent,Computer Architecture,Web Services,Technical,no,Portal Administrator
76,72,86,63,78,1,2,information security,no,no,medium,Management,SAaS services,Management,yes,Web Developer
77,88,67,93,86,1,7,shell programming,yes,no,poor,IOT,Service Based,Management,no,Solutions Architect
73,89,67,63,63,3,5,python,no,no,medium,hacking,product development,Management,no,Software Systems Engineer
75,85,88,84,91,6,9,machine learning,no,yes,poor,hacking,Service Based,Technical,no,Network Security Administrator
85,87,68,93,72,6,8,full stack,no,no,medium,data engineering,Service Based,Technical,no,Database Administrator
63,60,70,93,65,0,3,hadoop,no,yes,poor,networks,SAaS services,Management,yes,CRM Technical Developer
85,93,87,75,86,2,8,hadoop,yes,yes,excellent,IOT,Product based,Management,no,Network Engineer
71,70,82,91,72,2,2,distro making,yes,no,poor,programming,SAaS services,Management,yes,Software Quality Assurance (QA) / Testing
82,87,87,83,69,4,7,app development,no,yes,poor,Software Engineering,SAaS services,Management,no,Web Developer
74,61,86,90,84,6,8,distro making,no,yes,poor,cloud computing,BPA,Technical,yes,Network Engineer
69,71,64,87,89,5,5,r programming,yes,no,medium,Management,Web Services,Technical,yes,UX Designer
85,65,85,75,94,0,4,distro making,yes,yes,excellent,data engineering,Cloud Services,Technical,yes,Network Security Administrator
84,79,60,66,86,2,8,machine learning,no,no,excellent,data engineering,Product based,Technical,no,Systems Analyst
70,76,82,71,87,6,4,shell programming,yes,yes,excellent,programming,Web Services,Management,no,Database Administrator
89,80,84,90,69,6,4,python,yes,yes,excellent,programming,Testing and Maintainance Services,Management,yes,CRM Technical Developer
66,87,77,74,81,6,6,python,yes,no,poor,Software Engineering,Finance,Management,no,CRM Business Analyst
65,63,71,89,85,4,8,distro making,yes,yes,medium,Computer Architecture,Service Based,Technical,yes,Network Engineer
93,78,83,83,80,2,3,distro making,no,no,excellent,IOT,Web Services,Management,no,Network Security Engineer
76,93,82,76,69,6,7,python,yes,no,excellent,data engineering,Web Services,Technical,no,Software Engineer
70,79,67,63,71,4,7,machine learning,yes,yes,poor,programming,Product based,Technical,no,Programmer Analyst
61,81,72,60,64,3,1,hadoop,yes,no,medium,programming,Sales and Marketing,Management,no,Database Developer
92,64,83,84,64,6,9,python,no,no,poor,parallel computing,Finance,Technical,yes,Software Quality Assurance (QA) / Testing
87,82,71,94,75,1,2,full stack,no,no,medium,parallel computing,Service Based,Technical,yes,E-Commerce Analyst
86,91,93,64,84,4,2,r programming,yes,yes,medium,Software Engineering,Product based,Management,yes,Technical Engineer
73,83,65,89,62,2,1,distro making,no,no,poor,programming,Product based,Management,no,Web Developer
86,76,62,66,75,5,7,information security,yes,no,medium,Software Engineering,Product based,Management,yes,Project Manager
93,67,62,66,94,3,5,python,no,no,excellent,Computer Architecture,Service Based,Management,no,Solutions Architect
80,82,78,84,91,2,7,distro making,yes,no,excellent,IOT,Testing and Maintainance Services,Technical,yes,Quality Assurance Associate
62,60,67,60,92,4,6,information security,yes,no,excellent,Software Engineering,product development,Management,no,Network Security Engineer
66,94,66,84,94,3,1,distro making,yes,yes,medium,data engineering,Testing and Maintainance Services,Technical,no,Systems Security Administrator
67,90,73,71,82,4,9,information security,yes,yes,excellent,Software Engineering,SAaS services,Management,no,Technical Support
72,71,65,82,93,5,9,distro making,yes,no,poor,hacking,BPA,Technical,no,Systems Analyst
75,73,83,67,62,4,1,r programming,yes,yes,excellent,IOT,product development,Management,no,Database Developer
67,60,64,70,68,0,1,distro making,yes,no,medium,parallel computing,Product based,Technical,yes,Business Intelligence Analyst
64,71,93,80,93,6,5,machine learning,no,no,excellent,programming,product development,Technical,no,Solutions Architect
60,61,71,74,94,1,4,app development,yes,yes,excellent,IOT,Web Services,Management,yes,Network Security Engineer
94,61,68,67,83,6,1,full stack,yes,no,excellent,networks,Cloud Services,Management,no,Database Administrator
84,84,68,70,79,3,3,python,yes,yes,poor,networks,Testing and Maintainance Services,Management,no,Network Security Administrator
80,62,61,85,89,4,2,machine learning,no,yes,poor,parallel computing,Product based,Management,no,Mobile Applications Developer
62,92,89,79,94,4,2,distro making,yes,yes,poor,cloud computing,Sales and Marketing,Management,yes,Programmer Analyst
89,93,61,76,94,0,9,distro making,no,yes,poor,networks,Sales and Marketing,Technical,no,Information Security Analyst
93,80,64,67,71,1,9,shell programming,yes,yes,poor,parallel computing,product development,Technical,yes,Applications Developer
73,75,69,64,64,5,1,distro making,yes,no,medium,networks,product development,Management,yes,Applications Developer
70,83,62,69,93,1,9,information security,yes,yes,medium,cloud computing,Product based,Technical,yes,Information Technology Auditor
60,80,68,80,79,3,1,r programming,yes,no,poor,Management,product development,Technical,yes,Data Architect
61,63,82,94,78,5,5,machine learning,no,yes,poor,IOT,product development,Management,no,Business Intelligence Analyst
63,88,80,64,74,1,4,machine learning,no,no,excellent,programming,BPA,Technical,yes,Programmer Analyst
82,91,89,65,93,4,2,shell programming,yes,yes,medium,Management,product development,Technical,no,Data Architect
72,79,60,85,69,6,4,machine learning,yes,yes,poor,data engineering,BPA,Management,no,Design & UX
65,70,62,77,92,3,6,r programming,no,yes,poor,programming,SAaS services,Management,yes,Mobile Applications Developer
61,83,78,93,86,0,4,r programming,yes,yes,excellent,cloud computing,Cloud Services,Management,no,Applications Developer
92,78,87,85,64,0,6,machine learning,no,yes,excellent,Management,product development,Technical,no,Software Quality Assurance (QA) / Testing
78,76,67,61,93,1,2,r programming,yes,no,excellent,networks,Service Based,Management,yes,Information Technology Manager
86,80,77,92,83,0,5,r programming,no,no,medium,parallel computing,SAaS services,Management,yes,Systems Analyst
60,66,94,76,93,1,1,full stack,yes,yes,poor,hacking,Service Based,Management,no,Network Security Administrator
89,64,84,93,67,1,1,r programming,yes,no,poor,hacking,BPA,Management,no,Database Administrator
83,87,77,79,70,6,6,shell programming,no,no,excellent,hacking,BPA,Technical,yes,Mobile Applications Developer
76,73,62,66,68,3,2,machine learning,no,yes,poor,parallel computing,Testing and Maintainance Services,Technical,yes,Technical Engineer
88,83,94,94,72,3,7,r programming,yes,no,poor,IOT,Service Based,Management,yes,Quality Assurance Associate
87,83,92,91,79,1,3,machine learning,no,no,excellent,Software Engineering,Web Services,Management,yes,Mobile Applications Developer
78,87,63,89,67,3,8,python,no,yes,medium,Software Engineering,product development,Technical,yes,Business Intelligence Analyst
89,83,89,67,86,0,7,distro making,yes,yes,poor,programming,Testing and Maintainance Services,Management,yes,Database Administrator
66,73,87,60,71,4,4,app development,yes,no,excellent,programming,BPA,Technical,no,Technical Support
84,90,70,85,62,4,9,python,no,yes,medium,Software Engineering,Product based,Technical,no,Data Architect
78,73,71,60,76,0,2,distro making,no,yes,excellent,IOT,Cloud Services,Management,no,UX Designer
78,75,76,76,67,6,5,machine learning,no,no,poor,cloud computing,BPA,Technical,yes,Database Manager
94,76,68,64,72,3,3,full stack,yes,no,excellent,Management,Testing and Maintainance Services,Technical,yes,CRM Technical Developer
86,68,69,70,85,5,8,full stack,yes,no,medium,programming,Product based,Technical,yes,Technical Engineer
94,87,60,79,76,0,9,app development,yes,yes,poor,networks,SAaS services,Technical,no,Project Manager
93,60,92,65,93,5,6,r programming,yes,yes,excellent,Management,Product based,Management,no,Software Quality Assurance (QA) / Testing
86,71,87,61,93,5,4,r programming,yes,no,medium,parallel computing,Web Services,Technical,no,Software Systems Engineer
92,63,64,63,90,3,8,shell programming,no,no,poor,programming,Product based,Management,no,UX Designer
62,92,70,88,85,6,5,hadoop,no,yes,poor,hacking,Web Services,Management,no,Data Architect
86,88,86,90,62,1,3,machine learning,no,no,excellent,data engineering,Web Services,Technical,no,Data Architect
60,62,60,78,77,5,5,hadoop,no,yes,excellent,Computer Architecture,SAaS services,Management,no,Technical Engineer
72,81,94,63,69,5,1,app development,yes,no,medium,Management,Testing and Maintainance Services,Management,no,Web Developer
85,72,82,82,88,1,6,shell programming,yes,yes,poor,hacking,Sales and Marketing,Management,no,Software Developer
82,79,87,93,69,5,8,information security,no,yes,medium,parallel computing,Finance,Technical,yes,Database Manager
91,64,63,71,76,4,7,shell programming,no,no,medium,Management,Web Services,Technical,yes,Software Engineer
60,66,68,66,87,6,4,python,no,yes,poor,networks,Testing and Maintainance Services,Management,yes,Project Manager
83,87,60,90,91,3,6,full stack,yes,yes,medium,cloud computing,Testing and Maintainance Services,Technical,no,Business Intelligence Analyst
85,78,85,89,89,2,5,app development,yes,yes,poor,Software Engineering,Testing and Maintainance Services,Technical,no,Data Architect
77,80,80,73,77,2,2,shell programming,no,yes,excellent,hacking,SAaS services,Technical,yes,Data Architect
61,67,89,63,61,4,3,shell programming,no,yes,medium,Computer Architecture,Cloud Services,Management,no,Portal Administrator
91,74,72,94,91,2,6,python,yes,no,medium,hacking,Service Based,Management,no,Database Administrator
72,76,84,84,76,0,6,information security,no,yes,poor,IOT,Finance,Technical,yes,Programmer Analyst
69,78,72,74,86,1,5,distro making,yes,no,excellent,Computer Architecture,Web Services,Technical,yes,Information Security Analyst
84,71,85,84,84,6,4,r programming,yes,no,poor,cloud computing,Cloud Services,Management,yes,Business Systems Analyst
70,89,85,63,80,3,4,hadoop,no,yes,poor,cloud computing,Finance,Technical,no,Network Security Engineer
70,63,64,70,91,1,6,full stack,no,yes,medium,Software Engineering,Testing and Maintainance Services,Technical,yes,Network Security Engineer
66,69,91,86,75,6,7,r programming,yes,no,poor,parallel computing,Finance,Technical,no,Information Technology Auditor
72,86,93,79,60,4,3,distro making,no,no,poor,Computer Architecture,Product based,Technical,yes,UX Designer
67,72,62,74,88,4,2,information security,yes,yes,poor,Management,Product based,Management,yes,Web Developer
64,71,79,70,85,3,5,hadoop,no,yes,medium,parallel computing,Product based,Management,no,Network Security Engineer
79,87,83,77,72,2,1,hadoop,yes,no,poor,Computer Architecture,Cloud Services,Technical,yes,Systems Analyst
90,61,70,75,70,6,2,python,no,no,medium,networks,Product based,Management,no,Business Systems Analyst
90,85,77,69,71,1,4,python,yes,yes,excellent,IOT,BPA,Management,yes,E-Commerce Analyst
75,94,69,93,93,0,9,app development,no,no,medium,data engineering,BPA,Management,no,Data Architect
73,73,71,83,87,1,3,machine learning,no,yes,excellent,hacking,Sales and Marketing,Technical,yes,Information Technology Auditor
92,92,60,94,75,1,6,information security,yes,no,medium,cloud computing,Service Based,Management,yes,Mobile Applications Developer
68,90,77,75,90,3,9,information security,no,yes,poor,programming,Testing and Maintainance Services,Management,yes,Software Quality Assurance (QA) / Testing
85,92,92,64,65,5,2,hadoop,no,no,excellent,Management,Sales and Marketing,Technical,no,Solutions Architect
71,61,71,62,91,5,6,python,no,yes,medium,networks,Web Services,Technical,yes,Project Manager
60,87,65,91,63,2,6,hadoop,yes,no,poor,IOT,BPA,Technical,no,Database Developer
91,88,77,65,81,5,7,full stack,yes,no,excellent,IOT,BPA,Management,yes,Project Manager
83,90,86,87,64,3,4,distro making,yes,yes,excellent,networks,SAaS services,Management,no,Systems Security Administrator
82,76,63,85,66,6,4,hadoop,yes,yes,medium,Software Engineering,SAaS services,Management,yes,Software Systems Engineer
75,94,70,65,63,2,2,machine learning,no,yes,poor,networks,BPA,Technical,no,Software Developer
81,84,94,87,71,3,8,machine learning,no,no,medium,IOT,BPA,Management,no,Software Engineer
63,71,66,82,66,3,1,hadoop,yes,yes,poor,Computer Architecture,SAaS services,Technical,no,Solutions Architect
64,66,88,61,70,2,7,hadoop,yes,no,poor,networks,Testing and Maintainance Services,Management,yes,Information Technology Manager
66,77,88,66,82,1,9,r programming,yes,yes,excellent,hacking,Testing and Maintainance Services,Technical,yes,Information Technology Manager
65,82,71,63,91,2,5,full stack,yes,yes,medium,cloud computing,Testing and Maintainance Services,Technical,yes,CRM Business Analyst
94,85,93,88,70,0,4,information security,no,no,medium,data engineering,Testing and Maintainance Services,Technical,yes,Technical Services/Help Desk/Tech Support
82,94,80,71,78,1,6,shell programming,no,no,medium,IOT,product development,Management,yes,Database Administrator
89,71,80,82,91,5,8,python,no,no,medium,networks,BPA,Technical,no,Database Developer
83,85,81,73,66,6,9,full stack,no,yes,medium,IOT,Cloud Services,Technical,yes,Business Systems Analyst
71,93,92,72,87,1,5,full stack,no,no,excellent,networks,BPA,Technical,no,Information Technology Auditor
68,75,65,69,94,6,8,machine learning,yes,no,excellent,programming,product development,Management,no,Business Intelligence Analyst
86,89,86,65,61,5,8,python,yes,yes,medium,IOT,Service Based,Management,no,Database Developer
89,76,68,85,86,5,9,distro making,yes,no,excellent,networks,Service Based,Management,yes,E-Commerce Analyst
74,90,78,83,62,3,3,information security,yes,no,medium,parallel computing,Service Based,Technical,yes,CRM Technical Developer
91,76,86,77,75,6,2,full stack,yes,no,medium,networks,Product based,Management,yes,CRM Business Analyst
76,82,88,61,83,1,8,machine learning,yes,no,poor,IOT,Service Based,Technical,yes,Database Administrator
73,74,94,64,63,4,9,information security,no,no,excellent,Management,BPA,Technical,no,Applications Developer
73,73,83,87,63,3,1,information security,no,no,medium,cloud computing,BPA,Technical,yes,Network Engineer
64,91,91,87,91,3,7,information security,yes,yes,poor,parallel computing,Testing and Maintainance Services,Technical,yes,Data Architect
79,68,85,92,90,1,5,app development,yes,no,medium,networks,Finance,Management,yes,Design & UX
82,86,64,87,87,3,6,python,yes,no,excellent,data engineering,Cloud Services,Technical,yes,CRM Technical Developer
66,67,79,93,69,2,6,python,no,yes,medium,cloud computing,Product based,Technical,yes,Software Systems Engineer
64,73,91,70,63,5,3,full stack,no,yes,medium,cloud computing,Web Services,Technical,no,Solutions Architect
87,76,69,74,75,5,8,shell programming,yes,yes,medium,Computer Architecture,Cloud Services,Technical,no,Web Developer
93,91,77,67,79,1,4,r programming,no,no,excellent,parallel computing,Sales and Marketing,Management,yes,Network Security Engineer
91,84,73,83,61,3,2,full stack,no,no,excellent,Software Engineering,Testing and Maintainance Services,Management,yes,Software Developer
81,93,77,80,62,0,6,app development,no,yes,excellent,parallel computing,SAaS services,Technical,yes,Software Systems Engineer
93,63,67,64,84,3,3,information security,no,yes,excellent,Software Engineering,BPA,Technical,no,Systems Analyst
93,93,88,93,92,2,6,information security,no,yes,poor,parallel computing,Product based,Technical,yes,Information Technology Auditor
63,67,90,74,62,2,8,python,yes,yes,medium,hacking,SAaS services,Management,no,Network Engineer
90,92,84,91,75,2,8,shell programming,no,no,poor,hacking,Sales and Marketing,Technical,yes,CRM Technical Developer
75,78,86,88,77,3,3,distro making,yes,no,poor,IOT,SAaS services,Technical,yes,Information Technology Auditor
64,80,68,93,75,2,4,information security,yes,no,excellent,Computer Architecture,BPA,Technical,yes,Design & UX
91,66,80,84,94,6,3,r programming,yes,yes,excellent,cloud computing,Sales and Marketing,Management,no,Network Engineer
92,86,89,92,62,1,3,shell programming,no,yes,poor,data engineering,Product based,Management,no,Database Developer
75,84,73,66,81,1,2,python,no,yes,medium,Computer Architecture,Service Based,Management,no,UX Designer
88,93,92,73,71,0,1,information security,yes,yes,poor,Software Engineering,Sales and Marketing,Technical,no,Software Engineer
61,64,70,81,86,6,1,shell programming,yes,yes,poor,Software Engineering,product development,Management,no,Technical Services/Help Desk/Tech Support
78,70,94,94,69,6,6,app development,yes,no,poor,cloud computing,Cloud Services,Technical,no,Database Manager
88,63,71,69,74,2,6,hadoop,no,yes,medium,cloud computing,Service Based,Technical,yes,Systems Analyst
89,78,63,78,64,5,9,hadoop,no,no,poor,Computer Architecture,Web Services,Management,no,Web Developer
81,91,91,62,61,4,1,app development,no,no,medium,Management,Cloud Services,Management,yes,Network Security Administrator
73,90,72,73,63,3,9,machine learning,no,yes,medium,cloud computing,SAaS services,Technical,no,Systems Analyst
62,73,89,93,76,3,5,full stack,no,yes,medium,IOT,BPA,Technical,yes,Project Manager
80,64,81,71,90,6,3,full stack,yes,no,medium,hacking,BPA,Technical,yes,Technical Engineer
78,91,60,85,67,5,1,information security,yes,no,excellent,hacking,Cloud Services,Management,no,Applications Developer
74,66,72,60,88,2,2,full stack,no,no,excellent,hacking,SAaS services,Technical,no,Software Quality Assurance (QA) / Testing
80,93,76,77,71,3,2,machine learning,no,yes,medium,networks,Cloud Services,Management,yes,Web Developer
81,68,92,86,81,2,1,full stack,no,yes,poor,Computer Architecture,Service Based,Management,yes,Software Systems Engineer
75,60,68,67,74,2,4,information security,no,yes,poor,Software Engineering,BPA,Technical,yes,Programmer Analyst
73,64,65,85,93,2,3,app development,no,yes,poor,parallel computing,BPA,Management,yes,Software Developer
84,79,75,87,88,0,3,app development,no,yes,excellent,hacking,Service Based,Technical,yes,Technical Services/Help Desk/Tech Support
73,74,67,92,88,1,2,shell programming,no,yes,poor,Management,Service Based,Technical,no,Information Technology Auditor
65,62,84,81,82,2,1,shell programming,no,no,poor,programming,SAaS services,Technical,no,UX Designer
79,81,60,93,74,3,7,r programming,no,yes,poor,IOT,Web Services,Technical,no,Database Administrator
65,67,76,80,82,1,6,information security,no,yes,excellent,Software Engineering,SAaS services,Technical,yes,Project Manager
74,65,87,87,60,0,1,full stack,yes,no,excellent,Management,Web Services,Technical,no,Software Developer
80,66,86,87,71,1,8,r programming,yes,no,excellent,IOT,Sales and Marketing,Management,yes,Database Developer
89,92,85,66,68,2,8,shell programming,no,yes,poor,Computer Architecture,Cloud Services,Technical,yes,Information Security Analyst
60,68,89,89,75,5,2,python,yes,yes,medium,hacking,Testing and Maintainance Services,Management,yes,CRM Technical Developer
70,62,77,87,85,5,1,distro making,yes,yes,excellent,IOT,Sales and Marketing,Management,yes,Business Intelligence Analyst
94,80,80,93,85,2,5,python,no,yes,poor,hacking,Cloud Services,Management,yes,Business Systems Analyst
76,74,60,75,63,6,9,app development,no,yes,poor,data engineering,BPA,Technical,yes,Quality Assurance Associate
81,93,93,77,67,2,3,python,yes,yes,excellent,data engineering,BPA,Management,yes,Business Systems Analyst
72,83,67,64,65,1,9,python,no,yes,poor,hacking,Testing and Maintainance Services,Management,yes,Quality Assurance Associate
74,64,92,77,84,6,8,app development,no,yes,medium,programming,Service Based,Technical,no,Technical Support
90,88,62,80,70,3,8,distro making,no,no,medium,data engineering,Service Based,Technical,yes,Technical Services/Help Desk/Tech Support
83,83,88,62,69,5,1,machine learning,yes,yes,medium,Software Engineering,Sales and Marketing,Management,yes,Software Engineer
63,73,84,81,91,1,7,shell programming,yes,yes,medium,parallel computing,Cloud Services,Management,no,CRM Business Analyst
85,64,94,61,85,2,4,python,no,yes,medium,parallel computing,Testing and Maintainance Services,Management,no,E-Commerce Analyst
75,87,91,83,86,2,4,information security,no,yes,poor,cloud computing,Web Services,Management,yes,Information Technology Manager
70,60,62,65,74,2,5,distro making,no,no,excellent,Management,SAaS services,Technical,yes,Systems Security Administrator
63,83,73,67,62,3,6,python,no,yes,excellent,Software Engineering,Finance,Management,no,Solutions Architect
70,72,84,62,67,2,6,machine learning,yes,no,excellent,IOT,SAaS services,Technical,yes,CRM Technical Developer
92,65,78,69,77,6,8,hadoop,yes,yes,medium,Computer Architecture,Sales and Marketing,Technical,no,CRM Business Analyst
72,87,73,94,75,3,1,distro making,no,no,excellent,Computer Architecture,Service Based,Management,yes,Solutions Architect
69,68,83,94,60,5,7,information security,no,yes,poor,programming,Service Based,Technical,no,Applications Developer
80,61,89,91,82,0,3,python,no,yes,poor,IOT,SAaS services,Technical,no,Database Manager
90,74,78,60,93,5,5,information security,yes,no,medium,networks,Web Services,Technical,no,Database Developer
69,92,63,61,69,2,5,machine learning,no,yes,excellent,parallel computing,Testing and Maintainance Services,Management,no,Software Quality Assurance (QA) / Testing
63,80,61,81,93,3,9,information security,no,no,excellent,Management,Testing and Maintainance Services,Management,yes,Database Administrator
81,79,93,67,85,6,4,app development,yes,no,poor,parallel computing,Product based,Management,no,CRM Technical Developer
64,87,94,63,84,2,1,distro making,yes,yes,excellent,programming,Cloud Services,Management,yes,Software Engineer
73,73,78,94,78,1,8,app development,yes,no,medium,cloud computing,Testing and Maintainance Services,Management,yes,Database Administrator
83,77,88,87,68,6,9,distro making,yes,yes,poor,hacking,Product based,Technical,no,UX Designer
84,87,69,76,81,1,2,app development,no,yes,medium,cloud computing,Sales and Marketing,Management,no,Software Quality Assurance (QA) / Testing
62,62,85,74,91,3,3,full stack,yes,no,poor,cloud computing,Web Services,Technical,yes,Network Security Administrator
91,92,81,70,60,2,9,full stack,yes,no,excellent,Software Engineering,Cloud Services,Technical,yes,Mobile Applications Developer
64,60,68,74,88,3,1,machine learning,yes,no,poor,networks,Cloud Services,Management,yes,Information Security Analyst
79,75,92,82,89,2,6,r programming,no,no,excellent,hacking,Finance,Management,no,UX Designer
76,77,60,86,68,1,4,hadoop,yes,no,poor,IOT,Sales and Marketing,Management,yes,Information Security Analyst
66,69,70,85,71,4,4,shell programming,yes,yes,excellent,Computer Architecture,SAaS services,Management,yes,Solutions Architect
76,69,82,81,63,1,3,shell programming,yes,yes,excellent,Management,Finance,Management,yes,Project Manager
79,73,81,87,86,4,3,python,no,no,excellent,Management,product development,Technical,yes,Business Systems Analyst
67,66,92,86,91,6,5,r programming,no,yes,excellent,programming,Web Services,Management,yes,Network Security Administrator
82,77,70,70,88,3,8,distro making,no,yes,medium,cloud computing,Web Services,Technical,yes,Programmer Analyst
89,71,69,85,81,5,6,shell programming,no,yes,excellent,Software Engineering,Product based,Management,yes,Software Quality Assurance (QA) / Testing
93,91,91,64,92,6,5,full stack,yes,yes,excellent,hacking,product development,Management,yes,Mobile Applications Developer
93,84,85,77,67,1,7,r programming,yes,yes,excellent,IOT,SAaS services,Technical,no,Information Technology Auditor
66,85,64,68,84,6,1,shell programming,yes,no,medium,IOT,Cloud Services,Technical,no,Network Security Engineer
68,80,79,85,74,3,4,python,yes,no,excellent,Computer Architecture,Testing and Maintainance Services,Technical,no,Software Engineer
92,91,78,93,94,4,2,full stack,no,no,poor,programming,product development,Technical,yes,Data Architect
70,76,77,86,81,1,3,information security,no,no,medium,parallel computing,Sales and Marketing,Management,no,Database Developer
85,66,87,72,84,5,3,distro making,yes,no,poor,cloud computing,Service Based,Management,yes,Applications Developer
71,84,92,65,73,3,5,machine learning,yes,yes,excellent,IOT,Web Services,Management,no,Software Quality Assurance (QA) / Testing
92,65,79,76,78,5,7,full stack,no,no,poor,hacking,Service Based,Management,yes,Information Technology Auditor
79,68,61,93,82,5,4,machine learning,no,no,poor,networks,SAaS services,Technical,yes,Business Intelligence Analyst
60,79,62,66,73,3,4,information security,no,yes,medium,hacking,Service Based,Technical,yes,Network Security Engineer
80,86,84,77,60,3,7,shell programming,yes,yes,excellent,parallel computing,Cloud Services,Technical,yes,Information Technology Auditor
79,71,68,63,81,0,9,shell programming,no,no,excellent,cloud computing,Product based,Technical,no,Systems Security Administrator
75,83,72,89,93,0,9,distro making,yes,no,excellent,Computer Architecture,SAaS services,Management,yes,Technical Services/Help Desk/Tech Support
70,64,82,60,85,0,3,hadoop,yes,no,poor,data engineering,Service Based,Management,yes,Database Developer
71,87,89,81,85,3,2,r programming,no,no,poor,networks,Web Services,Technical,yes,Solutions Architect
86,77,82,66,74,5,8,r programming,no,no,excellent,Management,Cloud Services,Management,no,CRM Business Analyst
81,69,63,62,80,5,4,python,yes,no,excellent,networks,Cloud Services,Technical,yes,Software Engineer
92,79,90,83,60,6,8,distro making,yes,yes,excellent,programming,Sales and Marketing,Technical,no,Project Manager
67,66,76,74,76,3,3,python,yes,no,medium,programming,Finance,Technical,no,Software Systems Engineer
60,86,64,65,79,1,5,information security,no,no,medium,programming,BPA,Management,yes,Database Manager
94,67,79,86,86,6,5,distro making,yes,yes,poor,data engineering,Web Services,Technical,yes,Design & UX
69,61,86,89,86,2,6,full stack,no,yes,medium,IOT,BPA,Technical,no,Database Developer
60,87,62,68,89,6,1,app development,yes,yes,excellent,Management,product development,Management,yes,Network Security Engineer
77,74,69,88,85,3,4,machine learning,yes,yes,medium,programming,Sales and Marketing,Management,yes,Database Administrator
94,80,89,85,76,2,9,information security,yes,yes,medium,Computer Architecture,SAaS services,Technical,no,Database Administrator
85,88,64,90,69,4,7,app development,no,yes,medium,data engineering,BPA,Management,no,E-Commerce Analyst
90,79,71,89,91,5,9,app development,yes,no,medium,networks,BPA,Management,no,Information Technology Manager
74,66,92,84,82,4,1,distro making,yes,yes,medium,IOT,Service Based,Management,yes,Business Intelligence Analyst
84,63,65,87,86,1,5,python,no,no,medium,data engineering,SAaS services,Technical,yes,Quality Assurance Associate
80,74,94,63,69,1,6,python,no,yes,medium,Management,Sales and Marketing,Technical,yes,Systems Security Administrator
74,75,70,92,75,0,8,distro making,no,yes,excellent,programming,Web Services,Management,yes,Technical Engineer
76,60,72,75,65,1,4,machine learning,yes,yes,excellent,Computer Architecture,Product based,Technical,no,Information Technology Auditor
86,70,90,86,79,2,6,r programming,no,yes,medium,data engineering,BPA,Management,yes,Data Architect
83,75,79,84,65,1,9,r programming,no,yes,poor,Computer Architecture,Cloud Services,Technical,no,Database Developer
67,93,86,63,83,3,1,r programming,no,no,excellent,Computer Architecture,Web Services,Management,yes,Technical Engineer
82,78,67,70,67,0,4,hadoop,no,no,poor,IOT,BPA,Management,yes,Software Developer
72,87,71,84,79,1,2,information security,no,yes,medium,IOT,Cloud Services,Management,no,Technical Services/Help Desk/Tech Support
67,77,94,78,92,4,8,r programming,yes,yes,excellent,networks,Web Services,Management,yes,Database Developer
74,81,84,70,64,6,8,information security,no,no,poor,parallel computing,SAaS services,Technical,yes,Software Engineer
80,89,78,67,64,4,6,hadoop,yes,no,excellent,IOT,Product based,Technical,yes,Network Security Administrator
74,60,94,64,91,4,2,information security,yes,no,poor,Management,Product based,Management,yes,Database Manager
83,79,91,94,91,1,7,python,yes,yes,excellent,parallel computing,Product based,Management,yes,Quality Assurance Associate
73,61,94,80,66,0,1,machine learning,no,yes,poor,Management,Product based,Technical,yes,Network Engineer
74,63,89,68,83,2,6,full stack,no,no,medium,Computer Architecture,product development,Technical,no,Network Security Administrator
77,60,73,75,92,2,5,machine learning,no,no,medium,Software Engineering,Web Services,Management,no,Technical Engineer
